layer,pair_id,concept,topk_jaccard,sparse_cosine
4,code-00,code,0.4311475409836066,0.989191025028846
4,code-01,code,0.3333333333333333,0.9999706394577682
4,code-02,code,0.3287101248266297,0.9999635750292034
4,code-03,code,0.28618968386023297,0.9999289079594824
4,code-04,code,0.3658940397350993,0.9999720449449652
4,code-05,code,0.2627388535031847,0.989106801084924
4,code-06,code,0.29069767441860467,0.9999657300740955
4,code-07,code,0.2708018154311649,0.9999561449289407
4,code-08,code,0.2876190476190476,0.9891805040370574
4,code-09,code,0.3390151515151515,0.9891333089857143
4,code-10,code,0.4562647754137116,0.9999829391813584
4,code-11,code,0.24319727891156462,0.9999371200328028
4,code-12,code,0.3829787234042553,0.9999690938720655
4,code-13,code,0.2902684563758389,0.9999457394945113
4,code-14,code,0.25418060200668896,0.9890976404264782
4,code-15,code,0.3442622950819672,0.999970367957558
4,mathematics-00,mathematics,0.3594306049822064,0.9999696756100469
4,mathematics-01,mathematics,0.334525939177102,0.9999583157360491
4,mathematics-02,mathematics,0.2682445759368836,0.9999531166599476
4,mathematics-03,mathematics,0.3053173241852487,0.9891304810090837
4,mathematics-04,mathematics,0.4753289473684211,0.9999547029793051
4,mathematics-05,mathematics,0.25142857142857145,0.9999503923484743
4,mathematics-06,mathematics,0.3552,0.9891379828381566
4,mathematics-07,mathematics,0.2938388625592417,0.9999617310674382
4,mathematics-08,mathematics,0.3844282238442822,0.9891804349544243
4,mathematics-09,mathematics,0.33500837520938026,0.9891417437117388
4,mathematics-10,mathematics,0.29895104895104896,0.999955314747787
4,mathematics-11,mathematics,0.44045911047345765,0.9999461860838762
4,mathematics-12,mathematics,0.3477157360406091,0.9999720117243538
4,mathematics-13,mathematics,0.40033500837520936,0.9999719860670049
4,mathematics-14,mathematics,0.2379182156133829,0.9999497035295289
4,mathematics-15,mathematics,0.3471223021582734,0.9999636903840216
4,positive_sentiment-00,positive_sentiment,0.39679715302491103,0.9999649629447144
4,positive_sentiment-01,positive_sentiment,0.3355263157894737,0.9999594545377013
4,positive_sentiment-02,positive_sentiment,0.3393124065769806,0.9999681538783055
4,positive_sentiment-03,positive_sentiment,0.27175843694493784,0.9999653740538117
4,positive_sentiment-04,positive_sentiment,0.24306688417618272,0.9999671905595988
4,positive_sentiment-05,positive_sentiment,0.3155963302752294,0.999965631254137
4,positive_sentiment-06,positive_sentiment,0.22126929674099485,0.9999498781408013
4,positive_sentiment-07,positive_sentiment,0.2998324958123953,0.9999634163985037
4,positive_sentiment-08,positive_sentiment,0.273224043715847,0.9999658642690357
4,positive_sentiment-09,positive_sentiment,0.3632887189292543,0.9999649741206514
4,positive_sentiment-10,positive_sentiment,0.30357142857142855,0.9999585173995168
4,positive_sentiment-11,positive_sentiment,0.3408304498269896,0.9999616913734006
4,positive_sentiment-12,positive_sentiment,0.2665441176470588,0.9999630427209005
4,positive_sentiment-13,positive_sentiment,0.24573863636363635,0.9999340000892353
4,positive_sentiment-14,positive_sentiment,0.3091684434968017,0.9999706534301752
4,positive_sentiment-15,positive_sentiment,0.3424657534246575,0.9999696015503636
4,negative_sentiment-00,negative_sentiment,0.3220338983050847,0.9999589978751574
4,negative_sentiment-01,negative_sentiment,0.3172302737520129,0.9999678430697062
4,negative_sentiment-02,negative_sentiment,0.3,0.9999607474942863
4,negative_sentiment-03,negative_sentiment,0.24880382775119617,0.999953101074863
4,negative_sentiment-04,negative_sentiment,0.22121212121212122,0.9999674274662975
4,negative_sentiment-05,negative_sentiment,0.3078231292517007,0.9999631468758489
4,negative_sentiment-06,negative_sentiment,0.2230769230769231,0.9999507694501811
4,negative_sentiment-07,negative_sentiment,0.27986348122866894,0.9999655194984687
4,negative_sentiment-08,negative_sentiment,0.2538167938931298,0.9999642162487423
4,negative_sentiment-09,negative_sentiment,0.32727272727272727,0.9999635811449571
4,negative_sentiment-10,negative_sentiment,0.29441624365482233,0.9999619457292618
4,negative_sentiment-11,negative_sentiment,0.3067993366500829,0.9999603632072415
4,negative_sentiment-12,negative_sentiment,0.2662337662337662,0.9999582432947234
4,negative_sentiment-13,negative_sentiment,0.22046109510086456,0.9999373496328824
4,negative_sentiment-14,negative_sentiment,0.2768670309653916,0.9999633857109651
4,negative_sentiment-15,negative_sentiment,0.33840304182509506,0.9999720220039464
4,german_language-00,german_language,0.47835497835497837,0.9999768499858412
4,german_language-01,german_language,0.494949494949495,0.9999775028546921
4,german_language-02,german_language,0.5223880597014925,0.9999746894218088
4,german_language-03,german_language,0.37221269296740994,0.9999717933467758
4,german_language-04,german_language,0.44036697247706424,0.9999789514550391
4,german_language-05,german_language,0.37080536912751677,0.9999636532946664
4,german_language-06,german_language,0.33444259567387685,0.9999715419688158
4,german_language-07,german_language,0.3547854785478548,0.9999636679873475
4,german_language-08,german_language,0.4104938271604938,0.9999584306859849
4,german_language-09,german_language,0.4042145593869732,0.9999736724923872
4,german_language-10,german_language,0.34543010752688175,0.9999639714035083
4,german_language-11,german_language,0.31869918699186994,0.9999676082845792
4,german_language-12,german_language,0.36363636363636365,0.9999543510774616
4,german_language-13,german_language,0.4855195911413969,0.9999813024944768
4,german_language-14,german_language,0.35947712418300654,0.9999730688481495
4,german_language-15,german_language,0.3275862068965517,0.9999679617123177
4,factual_entities-00,factual_entities,0.40033783783783783,0.9891234847794932
4,factual_entities-01,factual_entities,0.24953445065176907,0.9891354581251652
4,factual_entities-02,factual_entities,0.37056737588652483,0.9892082448660446
4,factual_entities-03,factual_entities,0.4030131826741996,0.9891564220221707
4,factual_entities-04,factual_entities,0.3491271820448878,0.9891486453476434
4,factual_entities-05,factual_entities,0.3562005277044855,0.9999763092561826
4,factual_entities-06,factual_entities,0.4152173913043478,0.9891467264822525
4,factual_entities-07,factual_entities,0.24648985959438377,0.9891096604611559
4,factual_entities-08,factual_entities,0.3412322274881517,0.9891341294016328
4,factual_entities-09,factual_entities,0.4583333333333333,0.9892111243854191
4,factual_entities-10,factual_entities,0.35655737704918034,0.9891989784582211
4,factual_entities-11,factual_entities,0.29130434782608694,0.9999606096504317
4,factual_entities-12,factual_entities,0.3310344827586207,0.9999722530295203
4,factual_entities-13,factual_entities,0.29558541266794625,0.9891540984325061
4,factual_entities-14,factual_entities,0.29791666666666666,0.9891414216062852
4,factual_entities-15,factual_entities,0.2766798418972332,0.9891485980648569
4,uncertainty-00,uncertainty,0.22816166883963493,0.989169388682598
4,uncertainty-01,uncertainty,0.2611570247933884,0.9891631037604764
4,uncertainty-02,uncertainty,0.2668500687757909,0.9999509759051717
4,uncertainty-03,uncertainty,0.2398190045248869,0.9999549516223171
4,uncertainty-04,uncertainty,0.27181208053691275,0.9999750120312442
4,uncertainty-05,uncertainty,0.2898134863701578,0.9999575639093725
4,uncertainty-06,uncertainty,0.2696774193548387,0.9891554579607917
4,uncertainty-07,uncertainty,0.2669616519174041,0.999954364063221
4,uncertainty-08,uncertainty,0.29701230228471004,0.999967431112174
4,uncertainty-09,uncertainty,0.3059490084985836,0.9999565867632838
4,uncertainty-10,uncertainty,0.23876404494382023,0.9999635876288635
4,uncertainty-11,uncertainty,0.2342606149341142,0.9999453945964216
4,uncertainty-12,uncertainty,0.2434402332361516,0.9999654015154136
4,uncertainty-13,uncertainty,0.24444444444444444,0.9999436084098076
4,uncertainty-14,uncertainty,0.25925925925925924,0.9999588312900347
4,uncertainty-15,uncertainty,0.28895612708018154,0.9999576236102989
14,code-00,code,0.4172297297297297,0.9902000431860755
14,code-01,code,0.3474088291746641,0.9806422719437736
14,code-02,code,0.3620689655172414,0.9901729754269252
14,code-03,code,0.2862129144851658,0.9900506419625426
14,code-04,code,0.4181184668989547,0.9901827041848217
14,code-05,code,0.21428571428571427,0.9805412550169413
14,code-06,code,0.26452905811623245,0.9901899267793673
14,code-07,code,0.2662440570522979,0.9900904234395915
14,code-08,code,0.2631578947368421,0.9806513389862204
14,code-09,code,0.3654223968565815,0.9902235848154112
14,code-10,code,0.38588235294117645,0.9902845407077342
14,code-11,code,0.24862888482632542,0.9900895533513584
14,code-12,code,0.37749546279491836,0.99021648969533
14,code-13,code,0.30570902394106814,0.9805743099112672
14,code-14,code,0.26545454545454544,0.9805796094767558
14,code-15,code,0.30446927374301674,0.9901314726250424
14,mathematics-00,mathematics,0.4037735849056604,0.9998620653471765
14,mathematics-01,mathematics,0.29322033898305083,0.9805608221817694
14,mathematics-02,mathematics,0.2816326530612245,0.9805879458930802
14,mathematics-03,mathematics,0.2984014209591474,0.9901102168978202
14,mathematics-04,mathematics,0.4722222222222222,0.9902378698717491
14,mathematics-05,mathematics,0.2379110251450677,0.9901279717918522
14,mathematics-06,mathematics,0.38305084745762713,0.9901831166385997
14,mathematics-07,mathematics,0.31695721077654515,0.9805469878229243
14,mathematics-08,mathematics,0.4219948849104859,0.9902668620157249
14,mathematics-09,mathematics,0.28852459016393445,0.9901938955712613
14,mathematics-10,mathematics,0.28825622775800713,0.9805944582421596
14,mathematics-11,mathematics,0.42496493688639553,0.9901730306978109
14,mathematics-12,mathematics,0.32707774798927614,0.9806585253850566
14,mathematics-13,mathematics,0.3409436834094368,0.9806555279222158
14,mathematics-14,mathematics,0.2768361581920904,0.9902082192357923
14,mathematics-15,mathematics,0.2637931034482759,0.9901547815473986
14,positive_sentiment-00,positive_sentiment,0.4128787878787879,0.980665774811277
14,positive_sentiment-01,positive_sentiment,0.3700361010830325,0.9806541135512301
14,positive_sentiment-02,positive_sentiment,0.3497615262321145,0.9901682690305461
14,positive_sentiment-03,positive_sentiment,0.258,0.980623718171293
14,positive_sentiment-04,positive_sentiment,0.2732342007434944,0.9902089729683708
14,positive_sentiment-05,positive_sentiment,0.3110236220472441,0.990227960362101
14,positive_sentiment-06,positive_sentiment,0.2995689655172414,0.9805854074276764
14,positive_sentiment-07,positive_sentiment,0.2698412698412698,0.9805780287169028
14,positive_sentiment-08,positive_sentiment,0.2808349146110057,0.9806175852010832
14,positive_sentiment-09,positive_sentiment,0.3058350100603622,0.9806634332406368
14,positive_sentiment-10,positive_sentiment,0.33620689655172414,0.9806127557037527
14,positive_sentiment-11,positive_sentiment,0.3387096774193548,0.9806361258967989
14,positive_sentiment-12,positive_sentiment,0.2885375494071146,0.9806294247953098
14,positive_sentiment-13,positive_sentiment,0.3194444444444444,0.9805612233118675
14,positive_sentiment-14,positive_sentiment,0.3204819277108434,0.9806791223945865
14,positive_sentiment-15,positive_sentiment,0.37861915367483295,0.999793450468426
14,negative_sentiment-00,negative_sentiment,0.3587140439932318,0.9806130941537451
14,negative_sentiment-01,negative_sentiment,0.3373702422145329,0.9806539090868044
14,negative_sentiment-02,negative_sentiment,0.31281198003327787,0.9901468065433824
14,negative_sentiment-03,negative_sentiment,0.2517857142857143,0.9805859970399724
14,negative_sentiment-04,negative_sentiment,0.29704797047970477,0.9902048446545745
14,negative_sentiment-05,negative_sentiment,0.30654205607476637,0.9901855549998978
14,negative_sentiment-06,negative_sentiment,0.22462203023758098,0.9806300963147097
14,negative_sentiment-07,negative_sentiment,0.25215889464594127,0.980577585009978
14,negative_sentiment-08,negative_sentiment,0.21428571428571427,0.9805681627807906
14,negative_sentiment-09,negative_sentiment,0.3006872852233677,0.9806667721287463
14,negative_sentiment-10,negative_sentiment,0.312,0.980644143557275
14,negative_sentiment-11,negative_sentiment,0.3181818181818182,0.9806370311987312
14,negative_sentiment-12,negative_sentiment,0.2851985559566787,0.9805972635245791
14,negative_sentiment-13,negative_sentiment,0.2979452054794521,0.9805750584623124
14,negative_sentiment-14,negative_sentiment,0.29292929292929293,0.9806425603992663
14,negative_sentiment-15,negative_sentiment,0.3619246861924686,0.9998029478583351
14,german_language-00,german_language,0.5534246575342465,0.9807734988793569
14,german_language-01,german_language,0.49206349206349204,0.9903418730912793
14,german_language-02,german_language,0.5204582651391162,0.9998739646104144
14,german_language-03,german_language,0.34563106796116505,0.9902677654264136
14,german_language-04,german_language,0.4588477366255144,0.9807533856184706
14,german_language-05,german_language,0.40239043824701193,0.9807814057431469
14,german_language-06,german_language,0.2857142857142857,0.9902601313586692
14,german_language-07,german_language,0.3766990291262136,0.9806801886466997
14,german_language-08,german_language,0.3547297297297297,0.9902330947981313
14,german_language-09,german_language,0.3987341772151899,0.9807050418782072
14,german_language-10,german_language,0.426517571884984,0.990231542110508
14,german_language-11,german_language,0.3634651600753296,0.9902341766192039
14,german_language-12,german_language,0.3953033268101761,0.9902953105558695
14,german_language-13,german_language,0.46954813359528486,0.9999063666522116
14,german_language-14,german_language,0.4085603112840467,0.9998762567864448
14,german_language-15,german_language,0.35650224215246634,0.9902955997167924
14,factual_entities-00,factual_entities,0.35714285714285715,0.9902443350843326
14,factual_entities-01,factual_entities,0.2585858585858586,0.9901609366969406
14,factual_entities-02,factual_entities,0.4243027888446215,0.9806590555130963
14,factual_entities-03,factual_entities,0.4132762312633833,0.9902565998139005
14,factual_entities-04,factual_entities,0.33246753246753247,0.9902472711789608
14,factual_entities-05,factual_entities,0.33604336043360433,0.9902863249438036
14,factual_entities-06,factual_entities,0.42857142857142855,0.9902616031736035
14,factual_entities-07,factual_entities,0.24914089347079038,0.9901902663444527
14,factual_entities-08,factual_entities,0.32908163265306123,0.9902491322072741
14,factual_entities-09,factual_entities,0.4661016949152542,0.9806617404107945
14,factual_entities-10,factual_entities,0.38852097130242824,0.9902736635368758
14,factual_entities-11,factual_entities,0.3036529680365297,0.9902076137189368
14,factual_entities-12,factual_entities,0.2951945080091533,0.9806133254367783
14,factual_entities-13,factual_entities,0.33186813186813185,0.9902244297444769
14,factual_entities-14,factual_entities,0.31125827814569534,0.990216709596998
14,factual_entities-15,factual_entities,0.32119914346895073,0.9902130156922043
14,uncertainty-00,uncertainty,0.20244565217391305,0.9900286860909084
14,uncertainty-01,uncertainty,0.2620320855614973,0.9806079353451435
14,uncertainty-02,uncertainty,0.23044096728307253,0.9805135266732615
14,uncertainty-03,uncertainty,0.20485584218512898,0.9805007390186093
14,uncertainty-04,uncertainty,0.2469352014010508,0.9997690095362919
14,uncertainty-05,uncertainty,0.3248730964467005,0.9901272013945135
14,uncertainty-06,uncertainty,0.22468793342579751,0.9805750378457416
14,uncertainty-07,uncertainty,0.28343949044585987,0.990128968417892
14,uncertainty-08,uncertainty,0.2887189292543021,0.9806429487324042
14,uncertainty-09,uncertainty,0.26598837209302323,0.9805908163863253
14,uncertainty-10,uncertainty,0.24731182795698925,0.9901832762734908
14,uncertainty-11,uncertainty,0.20458015267175572,0.980513680761964
14,uncertainty-12,uncertainty,0.2840909090909091,0.9997705186024733
14,uncertainty-13,uncertainty,0.2075187969924812,0.9901326983455394
14,uncertainty-14,uncertainty,0.22425249169435216,0.980521299878531
14,uncertainty-15,uncertainty,0.2253922967189729,0.9900809168793652
26,code-00,code,0.47198641765704585,0.9848584045186443
26,code-01,code,0.383399209486166,0.9858668819538499
26,code-02,code,0.4169278996865204,0.9762388131446491
26,code-03,code,0.25380710659898476,0.970000658339452
26,code-04,code,0.44649446494464945,0.9844480924588723
26,code-05,code,0.22795341098169716,0.9676811446514547
26,code-06,code,0.24489795918367346,0.9782172282720092
26,code-07,code,0.2109479305740988,0.9621779989954782
26,code-08,code,0.22490706319702602,0.9609696828283534
26,code-09,code,0.36466165413533835,0.9773365358913297
26,code-10,code,0.41244239631336405,0.9914057380352036
26,code-11,code,0.2899628252788104,0.9699833683977059
26,code-12,code,0.3757455268389662,0.9823072813659135
26,code-13,code,0.3242258652094718,0.9705553235908142
26,code-14,code,0.26895306859205775,0.9695280566411819
26,code-15,code,0.3605220228384992,0.974499060417436
26,mathematics-00,mathematics,0.36561264822134387,0.9796888087641206
26,mathematics-01,mathematics,0.29895104895104896,0.9703758173869087
26,mathematics-02,mathematics,0.2757281553398058,0.969695675439566
26,mathematics-03,mathematics,0.35384615384615387,0.9819222077676345
26,mathematics-04,mathematics,0.3712418300653595,0.9804912934244707
26,mathematics-05,mathematics,0.23853211009174313,0.9647613230783765
26,mathematics-06,mathematics,0.3560732113144759,0.9818142584052143
26,mathematics-07,mathematics,0.27563025210084036,0.9707926207389407
26,mathematics-08,mathematics,0.39303482587064675,0.9882774539236738
26,mathematics-09,mathematics,0.3079470198675497,0.9787356456071212
26,mathematics-10,mathematics,0.2982456140350877,0.9759089355171304
26,mathematics-11,mathematics,0.45,0.9844838766072592
26,mathematics-12,mathematics,0.31842105263157894,0.9887589017851269
26,mathematics-13,mathematics,0.36577181208053694,0.9841427649579938
26,mathematics-14,mathematics,0.23517382413087934,0.973035465427698
26,mathematics-15,mathematics,0.31197301854974707,0.9738341044575504
26,positive_sentiment-00,positive_sentiment,0.4785553047404063,0.985883926145408
26,positive_sentiment-01,positive_sentiment,0.4497153700189753,0.9761383234646351
26,positive_sentiment-02,positive_sentiment,0.3151515151515151,0.9560698601590455
